"name","tenure","party","race","gender","politicalexperience","district","appointed","propvote","cmtchair","partyleader","chambermed","newscore","year","upper","outdegree","indegree","state","limits","squire","majority","republican","democrat","nonwhite","female","ideodistchamber","nwomen","nleg","npoc","nmaj","propwomen","proppoc","propmaj","propmin","majp","maj","maj_sd","st","h_chamber_sd","s_chamber_sd","introlimit","partybal","h_dem_sd_avg","s_dem_sd_avg","h_rep_sd_avg","s_rep_sd_avg","house","h_rep_sd","s_rep_sd","h_dem_sd","s_dem_sd","hou_dem_median","hou_rep_median","sen_dem_median","sen_rep_median","h_rep_med","s_rep_med","h_dem_med","s_dem_med","sessionid","lower","yearshort","partycolors","yearlong"
"John Ford",8,"R","white","male",0,"29",0,1,1,0,1.119,1.078,12,"U",6,7,"OK",1,0.23,1,1,0,0,0,0.041,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Earl Garrison",8,"D","white","male",0,"9",0,1,0,1,1.119,0.085,12,"U",6,18,"OK",1,0.23,0,0,1,0,0,1.034,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,FALSE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0,0,0.192969427,-0.067,1.183,0.041,1.1565,0,0,0,0.041,"OKU12","U",12,"#0072B2",2012
"Ann Griffin",2,"R","white","female",1,"20",0,1,0,0,1.119,1.101,12,"U",0,1,"OK",1,0.23,1,1,0,0,1,0.018,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Jim Halligan",4,"R","white","male",0,"21",0,0.581451083,0,0,1.119,1.031,12,"U",3,6,"OK",1,0.23,1,1,0,0,0,0.088,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"David Holt",2,"R","native","male",1,"30",0,1,1,0,1.119,1.125,12,"U",10,6,"OK",1,0.23,1,1,0,1,0,0.006,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Tom Ivester",6,"D","white","male",0,"26",0,1,0,0,1.119,0.241,12,"U",8,15,"OK",1,0.23,0,0,1,0,0,0.878,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,FALSE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0,0,0.192969427,-0.067,1.183,0.041,1.1565,0,0,0,0.041,"OKU12","U",12,"#0072B2",2012
"Constance Johnson",6,"D","black","female",0,"48",0,1,0,0,1.119,-0.369,12,"U",4,25,"OK",1,0.23,0,0,1,1,1,1.488,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,FALSE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0,0,0.192969427,-0.067,1.183,0.041,1.1565,0,0,0,0.041,"OKU12","U",12,"#0072B2",2012
"Rob Johnson",2,"R","white","male",1,"22",0,1,1,1,1.119,1.101,12,"U",0,0,"OK",1,0.23,1,1,0,0,0,0.018,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Clark Jolley",8,"R","white","male",0,"41",0,0.722511693,1,0,1.119,1.311,12,"U",23,8,"OK",1,0.23,1,1,0,0,0,0.192,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Ron Justice",8,"R","white","male",0,"23",0,1,1,0,1.119,1.069,12,"U",9,4,"OK",1,0.23,1,1,0,0,0,0.05,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Charles Laster",10,"D","white","male",1,"17",0,0.565397676,0,0,1.119,0.107,12,"U",1,1,"OK",1,0.23,0,0,1,0,0,1.012,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,FALSE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0,0,0.192969427,-0.067,1.183,0.041,1.1565,0,0,0,0.041,"OKU12","U",12,"#0072B2",2012
"Richard Lerblance",10,"D","native","male",1,"7",0,0.550214149,0,0,1.119,-0.228,12,"U",0,1,"OK",1,0.23,0,0,1,1,0,1.347,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,FALSE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0,0,0.192969427,-0.067,1.183,0.041,1.1565,0,0,0,0.041,"OKU12","U",12,"#0072B2",2012
"Bryce Marlatt",2,"R","white","male",0,"27",0,0.683213421,1,0,1.119,1.159,12,"U",7,9,"OK",1,0.23,1,1,0,0,0,0.04,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Michael Mazzei",8,"R","white","male",0,"25",0,1,1,0,1.119,1.383,12,"U",15,4,"OK",1,0.23,1,1,0,0,0,0.264,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Al McAffrey",1,"D","native","male",1,"46",0,0.682768,0,0,1.119,-0.407,12,"U",0,2,"OK",1,0.23,0,0,1,1,0,1.526,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,FALSE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0,0,0.192969427,-0.067,1.183,0.041,1.1565,0,0,0,0.041,"OKU12","U",12,"#0072B2",2012
"Judy McIntyre",8,"D","black","female",1,"11",0,1,0,1,1.119,-0.166,12,"U",2,6,"OK",1,0.23,0,0,1,1,1,1.285,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,FALSE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0,0,0.192969427,-0.067,1.183,0.041,1.1565,0,0,0,0.041,"OKU12","U",12,"#0072B2",2012
"David Myers",10,"R","white","male",1,"20",0,1,1,0,1.119,1.1,12,"U",2,0,"OK",1,0.23,1,1,0,0,0,0.019,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Dan Newberry",4,"R","white","male",1,"37",0,0.634375774,1,1,1.119,1.352,12,"U",13,5,"OK",1,0.23,1,1,0,0,0,0.233,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Jonathan Nichols",12,"R","white","male",1,"15",0,0.606255243,1,1,1.119,1.133,12,"U",1,2,"OK",1,0.23,1,1,0,0,0,0.014,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Susan Paddack",8,"D","white","female",0,"13",0,1,0,0,1.119,0.227,12,"U",14,3,"OK",1,0.23,0,0,1,0,1,0.892,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,FALSE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0,0,0.192969427,-0.067,1.183,0.041,1.1565,0,0,0,0.041,"OKU12","U",12,"#0072B2",2012
"Jim Reynolds",12,"R","white","male",1,"43",0,0.502884929,1,0,1.119,1.221,12,"U",0,2,"OK",1,0.23,1,1,0,0,0,0.102,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Andrew Rice",6,"D","white","male",0,"46",0,0.682767978,0,0,1.119,-0.042,12,"U",2,1,"OK",1,0.23,0,0,1,0,0,1.161,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,FALSE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0,0,0.192969427,-0.067,1.183,0.041,1.1565,0,0,0,0.041,"OKU12","U",12,"#0072B2",2012
"Steve Russell",4,"R","white","male",0,"45",0,1,1,0,1.119,1.064,12,"U",19,7,"OK",1,0.23,1,1,0,0,0,0.055,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Mike Schulz",6,"R","white","male",0,"38",0,1,0,1,1.119,1.093,12,"U",21,3,"OK",1,0.23,1,1,0,0,0,0.026,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Ralph Shortey",2,"R","white","male",0,"44",0,0.573374965,1,0,1.119,1.322,12,"U",7,19,"OK",1,0.23,1,1,0,0,0,0.203,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Frank Simpson",2,"R","white","male",0,"14",0,0.626688479,1,0,1.119,1.171,12,"U",16,12,"OK",1,0.23,1,1,0,0,0,0.052,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"John Sparks",6,"D","native","male",1,"16",0,0.52621826,0,0,1.119,0.075,12,"U",7,9,"OK",1,0.23,0,0,1,1,0,1.044,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,FALSE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0,0,0.192969427,-0.067,1.183,0.041,1.1565,0,0,0,0.041,"OKU12","U",12,"#0072B2",2012
"Gary Stanislawski",4,"R","white","male",1,"35",0,1,1,1,1.119,1.216,12,"U",8,8,"OK",1,0.23,1,1,0,0,0,0.097,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Anthony Sykes",6,"R","white","male",0,"24",0,1,1,0,1.119,1.678,12,"U",15,3,"OK",1,0.23,1,1,0,0,0,0.559,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Greg Treat",2,"R","white","male",0,"47",0,1,0,0,1.119,1.303,12,"U",3,8,"OK",1,0.23,1,1,0,0,0,0.184,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,TRUE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0.174016808,0,0,-0.067,1.183,0.041,1.1565,0,1.1565,0,0,"OKU12","U",12,"#D55E00",2012
"Jim Wilson",8,"D","white","male",1,"3",0,1,0,0,1.119,-0.254,12,"U",4,3,"OK",1,0.23,0,0,1,0,0,1.373,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,FALSE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0,0,0.192969427,-0.067,1.183,0.041,1.1565,0,0,0,0.041,"OKU12","U",12,"#0072B2",2012
"Charles Wyrick",8,"D","white","male",0,"1",0,1,0,0,1.119,-0.095,12,"U",1,3,"OK",1,0.23,0,0,1,0,0,1.214,5,51,9,34,0.098039216,0.176470588,0.666666667,0.333333333,FALSE,"R",0.174103108,"ok",0.613287328,0.610236512,0,0.333333334,0.199496139,0.192969427,0.097508561,0.174016808,0,0,0,0,0.192969427,-0.067,1.183,0.041,1.1565,0,0,0,0.041,"OKU12","U",12,"#0072B2",2012
"Clifford Aldridge",12,"R","white","male",1,"42",0,0.683205409,0,0,1.101,1.267,14,"U",1,0,"OK",1,0.23,1,1,0,0,0,0.166,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Mark Allen",4,"R","white","male",1,"4",0,0.513462033,1,0,1.101,1.457,14,"U",4,16,"OK",1,0.23,1,1,0,0,0,0.356,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Patrick Anderson",10,"R","white","male",0,"19",0,1,0,0,1.101,1.012,14,"U",18,0,"OK",1,0.23,1,1,0,0,0,0.089,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Roger Ballenger",8,"D","white","male",1,"8",0,0.538210719,1,0,1.101,-0.096,14,"U",1,2,"OK",1,0.23,0,0,1,0,0,1.197,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,FALSE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0,0,0.212974351,-0.093,1.192,0.07,1.175,0,0,0,0.07,"OKU14","U",14,"#0072B2",2014
"Don Barrington",10,"R","white","male",0,"31",0,0.677947926,1,0,1.101,0.97,14,"U",4,3,"OK",1,0.23,1,1,0,0,0,0.131,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Randy Bass",10,"D","white","male",1,"32",0,1,0,0,1.101,0.052,14,"U",2,4,"OK",1,0.23,0,0,1,0,0,1.049,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,FALSE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0,0,0.212974351,-0.093,1.192,0.07,1.175,0,0,0,0.07,"OKU14","U",14,"#0072B2",2014
"Brian Bingman",8,"R","native","male",1,"12",0,1,0,1,1.101,1.066,14,"U",14,2,"OK",1,0.23,1,1,0,1,0,0.035,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Larry Boggs",2,"R","white","male",0,"7",0,0.53850235,0,0,1.101,1.178,14,"U",2,6,"OK",1,0.23,1,1,0,0,0,0.077,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Cliff Branan",12,"R","white","male",1,"40",0,1,1,0,1.101,1.185,14,"U",4,2,"OK",1,0.23,1,1,0,0,0,0.084,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Josh Brecheen",4,"R","white","male",0,"6",0,0.567670994,1,0,1.101,1.516,14,"U",3,8,"OK",1,0.23,1,1,0,0,0,0.415,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Rick Brinkley",4,"R","white","male",0,"34",0,1,1,0,1.101,1.216,14,"U",17,6,"OK",1,0.23,1,1,0,0,0,0.115,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Corey Brooks",2,"R","white","male",1,"43",0,0.706804346,1,0,1.101,1.081,14,"U",4,4,"OK",1,0.23,1,1,0,0,0,0.02,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Bill Brown",8,"R","white","male",0,"36",0,1,1,0,1.101,1.381,14,"U",2,3,"OK",1,0.23,1,1,0,0,0,0.28,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Sean Burrage",8,"D","native","male",0,"2",0,1,0,1,1.101,0.206,14,"U",5,4,"OK",1,0.23,0,0,1,1,0,0.895,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,FALSE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0,0,0.212974351,-0.093,1.192,0.07,1.175,0,0,0,0.07,"OKU14","U",14,"#0072B2",2014
"Harry Coates",12,"R","white","male",0,"28",0,1,1,0,1.101,0.801,14,"U",1,2,"OK",1,0.23,1,1,0,0,0,0.3,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Brian Crain",10,"R","white","male",0,"39",0,0.569128561,1,0,1.101,1.104,14,"U",3,6,"OK",1,0.23,1,1,0,0,0,0.003,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Nathan Dahm",2,"R","white","male",0,"33",0,1,0,0,1.101,1.687,14,"U",3,5,"OK",1,0.23,1,1,0,0,0,0.586,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Kim David",4,"R","white","female",0,"18",0,0.658924689,1,0,1.101,1.209,14,"U",8,5,"OK",1,0.23,1,1,0,0,1,0.108,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Jerry Ellis",6,"D","native","male",1,"5",0,0.665273715,0,0,1.101,0.085,14,"U",1,4,"OK",1,0.23,0,0,1,1,0,1.016,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,FALSE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0,0,0.212974351,-0.093,1.192,0.07,1.175,0,0,0,0.07,"OKU14","U",14,"#0072B2",2014
"Eddie Fields",4,"R","white","male",1,"10",0,0.623731766,1,0,1.101,1.079,14,"U",11,16,"OK",1,0.23,1,1,0,0,0,0.022,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"John Ford",10,"R","white","male",0,"29",0,1,1,0,1.101,1.078,14,"U",3,2,"OK",1,0.23,1,1,0,0,0,0.023,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Earl Garrison",10,"D","white","male",0,"9",0,0.696923015,0,0,1.101,0.085,14,"U",0,1,"OK",1,0.23,0,0,1,0,0,1.016,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,FALSE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0,0,0.212974351,-0.093,1.192,0.07,1.175,0,0,0,0.07,"OKU14","U",14,"#0072B2",2014
"Ann Griffin",2,"R","white","female",1,"20",0,1,1,1,1.101,1.101,14,"U",10,6,"OK",1,0.23,1,1,0,0,1,0,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Jim Halligan",6,"R","white","male",0,"21",0,1,0,0,1.101,1.031,14,"U",3,4,"OK",1,0.23,1,1,0,0,0,0.07,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"David Holt",4,"R","native","male",1,"30",0,1,0,0,1.101,1.125,14,"U",6,5,"OK",1,0.23,1,1,0,1,0,0.024,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,TRUE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0.189533034,0,0,-0.093,1.192,0.07,1.175,0,1.175,0,0,"OKU14","U",14,"#D55E00",2014
"Tom Ivester",8,"D","white","male",0,"26",0,1,0,0,1.101,0.241,14,"U",9,25,"OK",1,0.23,0,0,1,0,0,0.86,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,FALSE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0,0,0.212974351,-0.093,1.192,0.07,1.175,0,0,0,0.07,"OKU14","U",14,"#0072B2",2014
"Constance Johnson",8,"D","black","female",0,"48",0,1,0,0,1.101,-0.369,14,"U",3,20,"OK",1,0.23,0,0,1,1,1,1.47,4,49,8,37,0.081632653,0.163265306,0.755102041,0.244897959,FALSE,"R",0.189533034,"ok",0.609078978,0.557126679,0,0.510204082,0.191181734,0.212974351,0.097874386,0.189533034,0,0,0,0,0.212974351,-0.093,1.192,0.07,1.175,0,0,0,0.07,"OKU14","U",14,"#0072B2",2014
